,branch,city,cust_type,gender,type,unit_price,quantity,date,time,payment,cost,gross_income,rating,month,day,day_of_week,hour
188,C,Alexandria,Member,Male,Sports and travel,82.93,4,2019-01-20,16:51:00,eWallet,331.72,16.586,9.6,1,20,6,16
387,A,Cairo,Member,Female,Fashion accessories,63.88,8,2019-01-20,17:48:00,eWallet,511.04,25.552,9.9,1,20,6,17
678,A,Cairo,Normal,Female,Sports and travel,93.14,2,2019-01-20,18:09:00,eWallet,186.28,9.314,4.1,1,20,6,18
825,C,Alexandria,Normal,Male,Fashion accessories,15.62,8,2019-01-20,20:37:00,eWallet,124.96,6.248,9.1,1,20,6,20
348,B,Ismailia,Normal,Male,Home and lifestyle,53.44,2,2019-01-20,20:38:00,eWallet,106.88,5.344,4.1,1,20,6,20
268,A,Cairo,Member,Female,Food and beverages,36.36,2,2019-01-21,10:00:00,Cash,72.72,3.636,7.1,1,21,0,10
966,C,Alexandria,Normal,Female,Health and beauty,99.19,6,2019-01-21,14:42:00,Credit card,595.14,29.757,5.5,1,21,0,14
165,A,Cairo,Normal,Female,Home and lifestyle,77.95,6,2019-01-21,16:37:00,eWallet,467.7,23.385,8.0,1,21,0,16
378,B,Ismailia,Member,Female,Sports and travel,98.13,1,2019-01-21,17:36:00,Cash,98.13,4.9065,8.9,1,21,0,17
456,A,Cairo,Normal,Male,Home and lifestyle,73.22,6,2019-01-21,17:44:00,Cash,439.32,21.966,7.2,1,21,0,17
287,A,Cairo,Normal,Male,Food and beverages,54.67,3,2019-01-21,18:00:00,Credit card,164.01,8.2005,8.6,1,21,0,18
203,A,Cairo,Member,Male,Health and beauty,53.17,7,2019-01-21,18:01:00,Cash,372.19,18.6095,8.9,1,21,0,18
71,C,Alexandria,Member,Male,Food and beverages,68.98,1,2019-01-21,20:13:00,Cash,68.98,3.449,4.8,1,21,0,20
232,A,Cairo,Normal,Male,Home and lifestyle,74.67,9,2019-01-22,10:55:00,eWallet,672.03,33.6015,9.4,1,22,1,10
92,C,Alexandria,Member,Female,Health and beauty,81.51,1,2019-01-22,10:57:00,eWallet,81.51,4.0755,9.2,1,22,1,10
454,A,Cairo,Normal,Male,Home and lifestyle,30.68,3,2019-01-22,11:00:00,eWallet,92.04,4.602,9.1,1,22,1,11
564,B,Ismailia,Normal,Female,Health and beauty,55.81,6,2019-01-22,11:52:00,Cash,334.86,16.743,9.9,1,22,1,11
16,B,Ismailia,Normal,Female,Food and beverages,28.86,5,2019-01-22,18:08:00,Credit card,144.3,7.215,8.0,1,22,1,18
820,C,Alexandria,Normal,Female,Health and beauty,20.38,5,2019-01-22,18:56:00,Cash,101.9,5.095,6.0,1,22,1,18
508,C,Alexandria,Member,Male,Home and lifestyle,39.39,5,2019-01-22,20:46:00,Credit card,196.95,9.8475,8.7,1,22,1,20
861,C,Alexandria,Normal,Female,Health and beauty,10.99,5,2019-01-23,10:18:00,Credit card,54.95,2.7475,9.3,1,23,2,10
568,C,Alexandria,Member,Female,Home and lifestyle,47.38,4,2019-01-23,10:25:00,Cash,189.52,9.476,7.1,1,23,2,10
128,A,Cairo,Normal,Female,Electronic accessories,66.06,6,2019-01-23,10:28:00,Cash,396.36,19.818,7.3,1,23,2,10
49,C,Alexandria,Normal,Male,Health and beauty,99.96,7,2019-01-23,10:33:00,Cash,699.72,34.986,6.1,1,23,2,10
469,C,Alexandria,Normal,Female,Fashion accessories,45.44,7,2019-01-23,11:15:00,Cash,318.08,15.904,9.2,1,23,2,11
900,A,Cairo,Member,Male,Food and beverages,98.53,6,2019-01-23,11:22:00,Credit card,591.18,29.559,4.0,1,23,2,11
415,C,Alexandria,Member,Male,Food and beverages,38.47,8,2019-01-23,11:51:00,Cash,307.76,15.388,7.7,1,23,2,11
833,C,Alexandria,Member,Female,Home and lifestyle,83.77,6,2019-01-23,12:10:00,eWallet,502.62,25.131,5.4,1,23,2,12
269,A,Cairo,Normal,Male,Fashion accessories,30.61,1,2019-01-23,12:20:00,eWallet,30.61,1.5305,5.2,1,23,2,12
267,A,Cairo,Member,Female,Food and beverages,47.63,9,2019-01-23,12:35:00,Cash,428.67,21.4335,5.0,1,23,2,12
781,C,Alexandria,Member,Female,Sports and travel,89.8,10,2019-01-23,13:00:00,Credit card,898.0,44.9,5.4,1,23,2,13
793,C,Alexandria,Normal,Female,Electronic accessories,84.05,3,2019-01-23,13:29:00,Cash,252.15,12.6075,9.8,1,23,2,13
624,A,Cairo,Member,Male,Fashion accessories,17.94,5,2019-01-23,14:04:00,eWallet,89.7,4.485,6.8,1,23,2,14
69,A,Cairo,Member,Female,Health and beauty,95.95,5,2019-01-23,14:21:00,eWallet,479.75,23.9875,8.8,1,23,2,14
135,C,Alexandria,Normal,Male,Electronic accessories,83.08,1,2019-01-23,17:16:00,eWallet,83.08,4.154,6.4,1,23,2,17
881,A,Cairo,Normal,Male,Health and beauty,58.15,4,2019-01-23,17:44:00,Cash,232.6,11.63,8.4,1,23,2,17
472,C,Alexandria,Normal,Male,Food and beverages,19.25,8,2019-01-23,18:37:00,eWallet,154.0,7.7,6.6,1,23,2,18
150,A,Cairo,Normal,Male,Sports and travel,78.77,10,2019-01-24,10:04:00,Cash,787.7,39.385,6.4,1,24,3,10
421,B,Ismailia,Normal,Male,Electronic accessories,75.88,7,2019-01-24,10:38:00,eWallet,531.16,26.558,8.9,1,24,3,10
841,A,Cairo,Member,Female,Electronic accessories,48.62,8,2019-01-24,10:57:00,Cash,388.96,19.448,5.0,1,24,3,10
859,B,Ismailia,Member,Male,Fashion accessories,93.22,3,2019-01-24,11:45:00,Cash,279.66,13.983,7.2,1,24,3,11
428,C,Alexandria,Member,Female,Home and lifestyle,60.87,1,2019-01-24,13:24:00,Cash,60.87,3.0435,5.5,1,24,3,13
837,B,Ismailia,Normal,Male,Home and lifestyle,73.28,5,2019-01-24,15:05:00,eWallet,366.4,18.32,8.4,1,24,3,15
41,B,Ismailia,Member,Male,Electronic accessories,40.3,10,2019-01-24,17:37:00,Credit card,403.0,20.15,7.0,1,24,3,17
162,A,Cairo,Normal,Male,Electronic accessories,10.56,8,2019-01-24,17:43:00,Cash,84.48,4.224,7.6,1,24,3,17
416,A,Cairo,Member,Male,Fashion accessories,86.68,8,2019-01-24,18:04:00,Credit card,693.44,34.672,7.2,1,24,3,18
621,B,Ismailia,Normal,Female,Sports and travel,76.6,10,2019-01-24,18:10:00,eWallet,766.0,38.3,6.0,1,24,3,18
499,B,Ismailia,Member,Female,Sports and travel,23.08,6,2019-01-24,19:20:00,eWallet,138.48,6.924,4.9,1,24,3,19
765,A,Cairo,Normal,Female,Health and beauty,77.5,5,2019-01-24,20:36:00,eWallet,387.5,19.375,4.3,1,24,3,20
157,C,Alexandria,Member,Male,Home and lifestyle,85.72,3,2019-01-24,20:59:00,eWallet,257.16,12.858,5.1,1,24,3,20
777,B,Ismailia,Member,Male,Health and beauty,51.13,4,2019-01-25,10:11:00,Credit card,204.52,10.226,4.0,1,25,4,10
925,A,Cairo,Normal,Male,Fashion accessories,74.1,1,2019-01-25,11:05:00,Cash,74.1,3.705,9.2,1,25,4,11
297,A,Cairo,Member,Female,Sports and travel,40.05,4,2019-01-25,11:40:00,Cash,160.2,8.01,9.7,1,25,4,11
106,B,Ismailia,Normal,Female,Fashion accessories,39.62,7,2019-01-25,13:18:00,Cash,277.34,13.867,7.5,1,25,4,13
224,B,Ismailia,Normal,Female,Food and beverages,48.51,7,2019-01-25,13:30:00,Credit card,339.57,16.9785,5.2,1,25,4,13
368,C,Alexandria,Member,Female,Sports and travel,70.19,9,2019-01-25,13:38:00,Cash,631.71,31.5855,6.7,1,25,4,13
220,C,Alexandria,Member,Male,Health and beauty,90.5,10,2019-01-25,13:48:00,Cash,905.0,45.25,8.1,1,25,4,13
943,A,Cairo,Member,Male,Home and lifestyle,53.3,3,2019-01-25,14:19:00,eWallet,159.9,7.995,7.5,1,25,4,14
574,B,Ismailia,Normal,Male,Sports and travel,21.87,2,2019-01-25,14:29:00,eWallet,43.74,2.187,6.9,1,25,4,14
894,C,Alexandria,Normal,Male,Health and beauty,34.31,8,2019-01-25,15:00:00,eWallet,274.48,13.724,5.7,1,25,4,15
842,C,Alexandria,Member,Male,Fashion accessories,15.43,1,2019-01-25,15:46:00,Credit card,15.43,0.7715,6.1,1,25,4,15
256,A,Cairo,Member,Male,Home and lifestyle,60.01,4,2019-01-25,15:54:00,Cash,240.04,12.002,4.5,1,25,4,15
199,B,Ismailia,Normal,Male,Health and beauty,96.11,1,2019-01-25,16:28:00,eWallet,96.11,4.8055,7.8,1,25,4,16
234,C,Alexandria,Member,Female,Fashion accessories,84.87,3,2019-01-25,18:30:00,eWallet,254.61,12.7305,7.4,1,25,4,18
191,B,Ismailia,Normal,Female,Fashion accessories,60.96,2,2019-01-25,19:39:00,Credit card,121.92,6.096,4.9,1,25,4,19
47,B,Ismailia,Normal,Female,Food and beverages,88.36,5,2019-01-25,19:48:00,Cash,441.8,22.09,9.6,1,25,4,19
990,A,Cairo,Normal,Male,Electronic accessories,26.23,9,2019-01-25,20:24:00,eWallet,236.07,11.8035,5.9,1,25,4,20
979,C,Alexandria,Normal,Female,Fashion accessories,64.99,1,2019-01-26,10:06:00,Credit card,64.99,3.2495,4.5,1,26,5,10
998,A,Cairo,Normal,Male,Fashion accessories,21.32,1,2019-01-26,12:43:00,Cash,21.32,1.066,5.9,1,26,5,12
266,B,Ismailia,Member,Male,Food and beverages,80.05,5,2019-01-26,12:45:00,Credit card,400.25,20.0125,9.4,1,26,5,12
864,B,Ismailia,Normal,Male,Food and beverages,33.33,2,2019-01-26,14:41:00,Credit card,66.66,3.333,6.4,1,26,5,14
78,B,Ismailia,Normal,Female,Fashion accessories,37.95,10,2019-01-26,14:51:00,Cash,379.5,18.975,9.7,1,26,5,14
84,C,Alexandria,Member,Male,Health and beauty,33.81,3,2019-01-26,15:11:00,eWallet,101.43,5.0715,7.3,1,26,5,15
442,B,Ismailia,Normal,Male,Electronic accessories,87.08,7,2019-01-26,15:17:00,Cash,609.56,30.478,5.5,1,26,5,15
35,B,Ismailia,Member,Female,Food and beverages,78.88,2,2019-01-26,16:04:00,Cash,157.76,7.888,9.1,1,26,5,16
528,B,Ismailia,Normal,Female,Sports and travel,51.54,5,2019-01-26,17:45:00,Cash,257.7,12.885,4.2,1,26,5,17
258,A,Cairo,Normal,Female,Fashion accessories,12.09,1,2019-01-26,18:19:00,Credit card,12.09,0.6045,8.2,1,26,5,18
911,A,Cairo,Normal,Male,Electronic accessories,51.69,7,2019-01-26,18:22:00,Cash,361.83,18.0915,5.5,1,26,5,18
189,C,Alexandria,Normal,Female,Fashion accessories,36.85,5,2019-01-26,18:53:00,Cash,184.25,9.2125,9.2,1,26,5,18
914,B,Ismailia,Member,Male,Health and beauty,69.37,9,2019-01-26,19:14:00,eWallet,624.33,31.2165,4.0,1,26,5,19
237,B,Ismailia,Normal,Female,Fashion accessories,81.37,2,2019-01-26,19:28:00,Cash,162.74,8.137,6.5,1,26,5,19
140,C,Alexandria,Normal,Female,Sports and travel,44.86,10,2019-01-26,19:54:00,eWallet,448.6,22.43,8.2,1,26,5,19
929,B,Ismailia,Normal,Female,Food and beverages,96.68,3,2019-01-26,19:56:00,eWallet,290.04,14.502,6.4,1,26,5,19
669,B,Ismailia,Normal,Male,Home and lifestyle,25.55,4,2019-01-26,20:23:00,eWallet,102.2,5.11,5.7,1,26,5,20
645,B,Ismailia,Normal,Female,Home and lifestyle,49.01,10,2019-01-27,10:44:00,Credit card,490.1,24.505,4.2,1,27,6,10
953,C,Alexandria,Normal,Female,Food and beverages,90.24,6,2019-01-27,11:17:00,Cash,541.44,27.072,6.2,1,27,6,11
965,A,Cairo,Normal,Female,Sports and travel,32.25,5,2019-01-27,13:26:00,Cash,161.25,8.0625,9.0,1,27,6,13
283,C,Alexandria,Member,Female,Electronic accessories,46.57,10,2019-01-27,13:58:00,Cash,465.7,23.285,7.6,1,27,6,13
638,C,Alexandria,Normal,Female,Sports and travel,14.36,10,2019-01-27,14:28:00,Cash,143.6,7.18,5.4,1,27,6,14
524,A,Cairo,Normal,Male,Food and beverages,81.71,6,2019-01-27,14:36:00,Credit card,490.26,24.513,8.0,1,27,6,14
366,C,Alexandria,Member,Female,Fashion accessories,54.07,9,2019-01-27,14:55:00,eWallet,486.63,24.3315,9.5,1,27,6,14
658,A,Cairo,Normal,Female,Home and lifestyle,12.03,2,2019-01-27,15:51:00,Cash,24.06,1.203,5.1,1,27,6,15
857,C,Alexandria,Member,Female,Home and lifestyle,24.24,7,2019-01-27,17:38:00,eWallet,169.68,8.484,9.4,1,27,6,17
613,A,Cairo,Normal,Female,Fashion accessories,54.28,7,2019-01-27,18:05:00,eWallet,379.96,18.998,9.3,1,27,6,18
597,A,Cairo,Member,Male,Electronic accessories,73.26,1,2019-01-27,18:08:00,eWallet,73.26,3.663,9.7,1,27,6,18
643,C,Alexandria,Normal,Male,Home and lifestyle,69.4,2,2019-01-27,19:48:00,eWallet,138.8,6.94,9.0,1,27,6,19
964,B,Ismailia,Member,Male,Health and beauty,96.16,4,2019-01-27,20:03:00,Credit card,384.64,19.232,8.4,1,27,6,20
18,A,Cairo,Member,Male,Health and beauty,58.22,8,2019-01-27,20:33:00,eWallet,465.76,23.288,8.4,1,27,6,20
535,B,Ismailia,Member,Female,Electronic accessories,21.43,10,2019-01-28,11:51:00,Cash,214.3,10.715,6.2,1,28,0,11
54,B,Ismailia,Member,Male,Sports and travel,78.07,9,2019-01-28,12:43:00,Cash,702.63,35.1315,4.5,1,28,0,12
376,C,Alexandria,Normal,Female,Sports and travel,80.97,8,2019-01-28,13:05:00,Cash,647.76,32.388,9.3,1,28,0,13
139,B,Ismailia,Member,Female,Health and beauty,72.11,9,2019-01-28,13:53:00,Credit card,648.99,32.4495,7.7,1,28,0,13
126,C,Alexandria,Normal,Male,Health and beauty,17.41,5,2019-01-28,15:16:00,Credit card,87.05,4.3525,4.9,1,28,0,15
409,B,Ismailia,Member,Male,Health and beauty,75.37,8,2019-01-28,15:46:00,Credit card,602.96,30.148,8.4,1,28,0,15
173,C,Alexandria,Member,Male,Electronic accessories,18.77,6,2019-01-28,16:43:00,Credit card,112.62,5.631,5.5,1,28,0,16
299,C,Alexandria,Member,Male,Health and beauty,86.8,3,2019-01-28,16:47:00,eWallet,260.4,13.02,9.9,1,28,0,16
955,A,Cairo,Normal,Male,Food and beverages,11.53,7,2019-01-28,17:35:00,Cash,80.71,4.0355,8.1,1,28,0,17
734,B,Ismailia,Normal,Male,Health and beauty,99.16,8,2019-01-28,17:47:00,Credit card,793.28,39.664,4.2,1,28,0,17
363,B,Ismailia,Member,Female,Health and beauty,19.15,1,2019-01-28,17:58:00,Credit card,19.15,0.9575,9.5,1,28,0,17
334,C,Alexandria,Normal,Female,Fashion accessories,23.82,5,2019-01-28,19:24:00,eWallet,119.1,5.955,5.4,1,28,0,19
609,C,Alexandria,Normal,Female,Home and lifestyle,69.81,4,2019-01-28,20:50:00,Credit card,279.24,13.962,5.9,1,28,0,20
766,A,Cairo,Member,Male,Electronic accessories,24.18,8,2019-01-28,20:54:00,eWallet,193.44,9.672,9.8,1,28,0,20
628,C,Alexandria,Member,Female,Sports and travel,19.15,6,2019-01-29,10:01:00,Credit card,114.9,5.745,6.8,1,29,1,10
951,B,Ismailia,Normal,Female,Food and beverages,84.05,6,2019-01-29,10:48:00,Credit card,504.3,25.215,7.7,1,29,1,10
585,A,Cairo,Normal,Male,Electronic accessories,38.6,1,2019-01-29,11:26:00,eWallet,38.6,1.93,6.7,1,29,1,11
300,B,Ismailia,Member,Male,Sports and travel,26.67,10,2019-01-29,11:48:00,Cash,266.7,13.335,8.6,1,29,1,11
808,A,Cairo,Normal,Male,Fashion accessories,83.24,9,2019-01-29,11:56:00,Credit card,749.16,37.458,7.4,1,29,1,11
354,C,Alexandria,Normal,Male,Fashion accessories,42.08,6,2019-01-29,12:25:00,Cash,252.48,12.624,8.9,1,29,1,12
153,C,Alexandria,Normal,Male,Health and beauty,40.35,1,2019-01-29,13:46:00,eWallet,40.35,2.0175,6.2,1,29,1,13
10,B,Ismailia,Member,Male,Fashion accessories,32.62,4,2019-01-29,14:12:00,Cash,130.48,6.524,9.0,1,29,1,14
38,C,Alexandria,Normal,Male,Electronic accessories,58.76,10,2019-01-29,14:26:00,eWallet,587.6,29.38,9.0,1,29,1,14
889,A,Cairo,Member,Female,Sports and travel,27.93,5,2019-01-29,15:48:00,Cash,139.65,6.9825,5.9,1,29,1,15
575,A,Cairo,Member,Female,Sports and travel,22.01,4,2019-01-29,18:15:00,Credit card,88.04,4.402,6.6,1,29,1,18
870,A,Cairo,Member,Female,Home and lifestyle,87.37,5,2019-01-29,19:45:00,Cash,436.85,21.8425,6.6,1,29,1,19
876,A,Cairo,Member,Male,Electronic accessories,93.78,3,2019-01-30,11:32:00,Credit card,281.34,14.067,5.9,1,30,2,11
88,B,Ismailia,Normal,Female,Electronic accessories,23.65,4,2019-01-30,13:32:00,Credit card,94.6,4.73,4.0,1,30,2,13
33,B,Ismailia,Normal,Female,Electronic accessories,42.42,8,2019-01-30,13:58:00,eWallet,339.36,16.968,5.7,1,30,2,13
701,C,Alexandria,Member,Female,Home and lifestyle,10.53,5,2019-01-30,14:43:00,Credit card,52.65,2.6325,5.8,1,30,2,14
391,C,Alexandria,Normal,Female,Food and beverages,97.03,5,2019-01-30,16:24:00,eWallet,485.15,24.2575,9.3,1,30,2,16
952,C,Alexandria,Normal,Female,Sports and travel,22.38,1,2019-01-30,17:08:00,Credit card,22.38,1.119,8.6,1,30,2,17
403,C,Alexandria,Normal,Male,Sports and travel,76.4,2,2019-01-30,19:42:00,eWallet,152.8,7.64,6.5,1,30,2,19
223,C,Alexandria,Member,Female,Food and beverages,98.52,10,2019-01-30,20:23:00,eWallet,985.2,49.26,4.5,1,30,2,20
553,C,Alexandria,Normal,Male,Home and lifestyle,22.96,1,2019-01-30,20:47:00,Cash,22.96,1.148,4.3,1,30,2,20
509,A,Cairo,Member,Male,Fashion accessories,51.34,8,2019-01-31,10:00:00,eWallet,410.72,20.536,7.6,1,31,3,10
102,C,Alexandria,Normal,Female,Fashion accessories,62.18,10,2019-01-31,10:33:00,eWallet,621.8,31.09,6.0,1,31,3,10
790,C,Alexandria,Member,Male,Fashion accessories,98.7,8,2019-01-31,10:36:00,eWallet,789.6,39.48,8.5,1,31,3,10
329,A,Cairo,Member,Male,Electronic accessories,66.35,1,2019-01-31,10:46:00,Credit card,66.35,3.3175,9.7,1,31,3,10
144,C,Alexandria,Normal,Female,Sports and travel,23.75,9,2019-01-31,12:02:00,Cash,213.75,10.6875,9.5,1,31,3,12
512,B,Ismailia,Member,Male,Sports and travel,75.82,1,2019-01-31,13:19:00,Cash,75.82,3.791,5.8,1,31,3,13
166,B,Ismailia,Normal,Male,Electronic accessories,45.35,6,2019-01-31,13:44:00,eWallet,272.1,13.605,6.1,1,31,3,13
96,A,Cairo,Member,Male,Electronic accessories,20.77,4,2019-01-31,13:47:00,Cash,83.08,4.154,4.7,1,31,3,13
521,B,Ismailia,Member,Male,Sports and travel,79.93,6,2019-01-31,14:04:00,Cash,479.58,23.979,5.5,1,31,3,14
511,B,Ismailia,Normal,Male,Electronic accessories,72.13,10,2019-01-31,15:12:00,Credit card,721.3,36.065,4.2,1,31,3,15
591,C,Alexandria,Member,Male,Electronic accessories,37.06,4,2019-01-31,16:24:00,eWallet,148.24,7.412,9.7,1,31,3,16
231,B,Ismailia,Normal,Male,Fashion accessories,69.08,2,2019-01-31,19:48:00,Credit card,138.16,6.908,6.9,1,31,3,19
448,B,Ismailia,Member,Male,Electronic accessories,87.87,9,2019-01-31,20:32:00,eWallet,790.83,39.5415,5.6,1,31,3,20
910,B,Ismailia,Normal,Female,Electronic accessories,43.0,4,2019-01-31,20:48:00,eWallet,172.0,8.6,7.6,1,31,3,20
967,A,Cairo,Member,Female,Food and beverages,14.23,5,2019-02-01,10:08:00,Credit card,71.15,3.5575,4.4,2,1,4,10
547,C,Alexandria,Normal,Female,Electronic accessories,23.07,9,2019-02-01,11:27:00,Cash,207.63,10.3815,4.9,2,1,4,11
5,A,Cairo,Member,Male,Sports and travel,69.52,7,2019-02-01,15:10:00,Credit card,486.64,24.332,8.5,2,1,4,15
317,C,Alexandria,Member,Female,Food and beverages,87.48,6,2019-02-01,18:43:00,eWallet,524.88,26.244,5.1,2,1,4,18
429,A,Cairo,Member,Female,Health and beauty,77.68,4,2019-02-01,19:54:00,Cash,310.72,15.536,8.4,2,1,4,19
161,C,Alexandria,Member,Female,Home and lifestyle,80.79,9,2019-02-01,20:31:00,Credit card,727.11,36.3555,9.5,2,1,4,20
551,C,Alexandria,Member,Male,Home and lifestyle,56.11,2,2019-02-02,10:11:00,Cash,112.22,5.611,6.3,2,2,5,10
753,C,Alexandria,Normal,Female,Electronic accessories,35.49,6,2019-02-02,12:40:00,Cash,212.94,10.647,4.1,2,2,5,12
345,C,Alexandria,Normal,Female,Fashion accessories,95.42,4,2019-02-02,13:23:00,eWallet,381.68,19.084,6.4,2,2,5,13
822,C,Alexandria,Member,Female,Fashion accessories,83.35,2,2019-02-02,14:05:00,Credit card,166.7,8.335,9.5,2,2,5,14
926,B,Ismailia,Member,Male,Food and beverages,46.55,9,2019-02-02,15:34:00,eWallet,418.95,20.9475,6.4,2,2,5,15
397,A,Cairo,Member,Female,Sports and travel,51.52,8,2019-02-02,15:47:00,Cash,412.16,20.608,9.6,2,2,5,15
361,C,Alexandria,Member,Female,Food and beverages,38.42,1,2019-02-02,16:33:00,Cash,38.42,1.921,8.6,2,2,5,16
380,A,Cairo,Member,Male,Fashion accessories,43.13,10,2019-02-02,18:31:00,Credit card,431.3,21.565,5.5,2,2,5,18
344,B,Ismailia,Normal,Male,Home and lifestyle,93.87,8,2019-02-02,18:42:00,Credit card,750.96,37.548,8.3,2,2,5,18
353,A,Cairo,Member,Female,Health and beauty,18.33,1,2019-02-02,18:50:00,Cash,18.33,0.9165,4.3,2,2,5,18
118,B,Ismailia,Member,Female,Electronic accessories,26.26,7,2019-02-02,19:40:00,Cash,183.82,9.191,9.9,2,2,5,19
530,C,Alexandria,Normal,Male,Food and beverages,65.97,8,2019-02-02,20:29:00,Cash,527.76,26.388,8.4,2,2,5,20
394,B,Ismailia,Normal,Female,Fashion accessories,25.56,7,2019-02-02,20:42:00,Cash,178.92,8.946,7.1,2,2,5,20
674,A,Cairo,Normal,Female,Food and beverages,10.96,10,2019-02-02,20:48:00,eWallet,109.6,5.48,6.0,2,2,5,20
284,C,Alexandria,Normal,Female,Sports and travel,73.95,4,2019-02-03,10:02:00,Cash,295.8,14.79,6.1,2,3,6,10
285,C,Alexandria,Member,Male,Food and beverages,91.4,7,2019-02-03,10:19:00,Cash,639.8,31.99,9.5,2,3,6,10
596,A,Cairo,Normal,Female,Food and beverages,27.28,5,2019-02-03,10:31:00,Credit card,136.4,6.82,8.6,2,3,6,10
427,A,Cairo,Member,Male,Food and beverages,67.45,10,2019-02-03,11:25:00,eWallet,674.5,33.725,4.2,2,3,6,11
278,B,Ismailia,Normal,Female,Sports and travel,42.97,3,2019-02-03,11:46:00,Cash,128.91,6.4455,9.3,2,3,6,11
307,B,Ismailia,Member,Female,Sports and travel,55.07,9,2019-02-03,13:40:00,eWallet,495.63,24.7815,10.0,2,3,6,13
105,B,Ismailia,Member,Male,Food and beverages,47.16,5,2019-02-03,14:35:00,Credit card,235.8,11.79,6.0,2,3,6,14
410,A,Cairo,Member,Female,Home and lifestyle,94.88,7,2019-02-03,14:38:00,Cash,664.16,33.208,4.2,2,3,6,14
666,C,Alexandria,Normal,Male,Food and beverages,40.52,5,2019-02-03,15:19:00,Cash,202.6,10.13,4.5,2,3,6,15
215,B,Ismailia,Member,Male,Sports and travel,73.97,1,2019-02-03,15:53:00,Credit card,73.97,3.6985,5.4,2,3,6,15
571,A,Cairo,Normal,Male,Fashion accessories,77.02,5,2019-02-03,15:59:00,Cash,385.1,19.255,5.5,2,3,6,15
754,C,Alexandria,Normal,Female,Sports and travel,49.33,10,2019-02-03,16:40:00,Credit card,493.3,24.665,9.4,2,3,6,16
795,A,Cairo,Member,Male,Home and lifestyle,72.78,10,2019-02-03,17:24:00,Cash,727.8,36.39,7.3,2,3,6,17
713,B,Ismailia,Member,Male,Fashion accessories,53.78,1,2019-02-03,20:13:00,eWallet,53.78,2.689,4.7,2,3,6,20
802,A,Cairo,Member,Female,Electronic accessories,25.22,7,2019-02-04,10:23:00,Cash,176.54,8.827,8.2,2,4,0,10
424,A,Cairo,Member,Male,Electronic accessories,71.95,1,2019-02-04,12:14:00,Cash,71.95,3.5975,7.3,2,4,0,12
200,C,Alexandria,Normal,Female,Health and beauty,13.85,9,2019-02-04,12:50:00,eWallet,124.65,6.2325,6.0,2,4,0,12
647,B,Ismailia,Member,Female,Home and lifestyle,77.68,9,2019-02-04,13:21:00,eWallet,699.12,34.956,9.8,2,4,0,13
160,C,Alexandria,Member,Male,Home and lifestyle,13.98,1,2019-02-04,13:38:00,eWallet,13.98,0.699,9.8,2,4,0,13
506,A,Cairo,Normal,Female,Fashion accessories,48.63,4,2019-02-04,15:44:00,eWallet,194.52,9.726,7.6,2,4,0,15
379,A,Cairo,Normal,Male,Electronic accessories,74.58,7,2019-02-04,16:09:00,Credit card,522.06,26.103,9.0,2,4,0,16
728,A,Cairo,Normal,Female,Sports and travel,43.06,5,2019-02-04,16:38:00,eWallet,215.3,10.765,7.7,2,4,0,16
414,B,Ismailia,Member,Male,Food and beverages,23.34,4,2019-02-04,18:53:00,eWallet,93.36,4.668,7.4,2,4,0,18
112,B,Ismailia,Member,Female,Fashion accessories,72.04,2,2019-02-04,19:38:00,Cash,144.08,7.204,9.5,2,4,0,19
58,B,Ismailia,Normal,Female,Food and beverages,67.77,1,2019-02-04,20:43:00,Credit card,67.77,3.3885,6.5,2,4,0,20
774,A,Cairo,Member,Male,Home and lifestyle,25.91,6,2019-02-05,10:16:00,eWallet,155.46,7.773,8.7,2,5,1,10
386,C,Alexandria,Member,Female,Food and beverages,47.27,6,2019-02-05,10:17:00,Cash,283.62,14.181,8.8,2,5,1,10
123,C,Alexandria,Member,Female,Health and beauty,98.21,3,2019-02-05,10:41:00,Credit card,294.63,14.7315,7.8,2,5,1,10
471,B,Ismailia,Member,Female,Sports and travel,16.49,2,2019-02-05,11:32:00,eWallet,32.98,1.649,4.6,2,5,1,11
977,A,Cairo,Member,Female,Sports and travel,75.2,3,2019-02-05,11:51:00,eWallet,225.6,11.28,4.8,2,5,1,11
122,B,Ismailia,Normal,Female,Health and beauty,58.24,9,2019-02-05,12:34:00,Cash,524.16,26.208,9.7,2,5,1,12
255,A,Cairo,Member,Female,Fashion accessories,30.62,1,2019-02-05,14:14:00,Credit card,30.62,1.531,4.1,2,5,1,14
341,B,Ismailia,Member,Female,Food and beverages,42.82,9,2019-02-05,15:26:00,Credit card,385.38,19.269,8.9,2,5,1,15
280,A,Cairo,Member,Male,Electronic accessories,20.89,2,2019-02-05,18:45:00,Cash,41.78,2.089,9.8,2,5,1,18
86,C,Alexandria,Member,Male,Fashion accessories,69.33,2,2019-02-05,19:05:00,eWallet,138.66,6.933,9.7,2,5,1,19
282,A,Cairo,Member,Male,Food and beverages,87.9,1,2019-02-05,19:42:00,eWallet,87.9,4.395,6.7,2,5,1,19
292,C,Alexandria,Member,Female,Health and beauty,68.6,10,2019-02-05,19:57:00,Cash,686.0,34.3,9.1,2,5,1,19
464,C,Alexandria,Normal,Female,Food and beverages,52.42,1,2019-02-06,10:22:00,Credit card,52.42,2.621,6.3,2,6,2,10
91,C,Alexandria,Member,Female,Food and beverages,99.42,4,2019-02-06,10:42:00,eWallet,397.68,19.884,7.5,2,6,2,10
